	VBO:ID (start after the species ID)	label (includes species name because the same name might be shared between species)	new label	updated transboundary name (correct spelling)	species =parent term	parent ID	source for parents	in subset transboundary
Cormo!%!Sheep	VBO:0001381	Cormo (Sheep)	Cormo; Sheep	Cormo	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Corriedale!%!Sheep	VBO:0001382	Corriedale (Sheep)	Corriedale; Sheep	Corriedale	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Corsican!%!Sheep	VBO:0001383	Corsican (Sheep)	Corsican; Sheep	Corsican	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Cotentin!%!Sheep	VBO:0001384	Cotentin (Sheep)	Cotentin; Sheep	Cotentin	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Cotswold!%!Sheep	VBO:0001385	Cotswold (Sheep)	Cotswold; Sheep	Cotswold	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Criollo!%!Sheep	VBO:0001386	Criollo (Sheep)	Criollo; Sheep	Criollo	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
D'man!%!Sheep	VBO:0001387	D'man (Sheep)	D'man; Sheep	D'man	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Daglic!%!Sheep	VBO:0001388	Daglic (Sheep)	Daglic; Sheep	Daglic	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dala!%!Sheep	VBO:0001389	Dala (Sheep)	Dala; Sheep	Dala	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Damara!%!Sheep	VBO:0001390	Damara (Sheep)	Damara; Sheep	Damara	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Danish Landrace!%!Sheep	VBO:0001391	Danish Landrace (Sheep)	Danish Landrace; Sheep	Danish Landrace	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Derbyshire Gritstone!%!Sheep	VBO:0001392	Derbyshire Gritstone (Sheep)	Derbyshire Gritstone; Sheep	Derbyshire Gritstone	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Devon and Cornwall Longwool!%!Sheep	VBO:0001393	Devon and Cornwall Longwool (Sheep)	Devon and Cornwall Longwool; Sheep	Devon and Cornwall Longwool	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Devon Closewool!%!Sheep	VBO:0001394	Devon Closewool (Sheep)	Devon Closewool; Sheep	Devon Closewool	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dohne Merino!%!Sheep	VBO:0001395	Dohne Merino (Sheep)	Dohne Merino; Sheep	Dohne Merino	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dormer!%!Sheep	VBO:0001396	Dormer (Sheep)	Dormer; Sheep	Dormer	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dorper!%!Sheep	VBO:0001397	Dorper (Sheep)	Dorper; Sheep	Dorper	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dorset Down!%!Sheep	VBO:0001398	Dorset Down (Sheep)	Dorset Down; Sheep	Dorset Down	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dorset Horn!%!Sheep	VBO:0001399	Dorset Horn (Sheep)	Dorset Horn; Sheep	Dorset Horn	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Drenthe Heath Sheep!%!Sheep	VBO:0001400	Drenthe Heath Sheep (Sheep)	Drenthe Heath Sheep; Sheep	Drenthe Heath Sheep	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Drysdale!%!Sheep	VBO:0001401	Drysdale (Sheep)	Drysdale; Sheep	Drysdale	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
East African Blackheaded!%!Sheep	VBO:0001402	East African Blackheaded (Sheep)	East African Blackheaded; Sheep	East African Blackheaded	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
East African long tailed!%!Sheep	VBO:0001403	East African long tailed (Sheep)	East African long tailed; Sheep	East African long tailed	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
East Friesian!%!Sheep	VBO:0001404	East Friesian (Sheep)	East Friesian; Sheep	East Friesian	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Entre-Sambre-et-Meuse!%!Sheep	VBO:0001405	Entre-Sambre-et-Meuse (Sheep)	Entre-Sambre-et-Meuse; Sheep	Entre-Sambre-et-Meuse	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Est Ã  laine MÃ©rino!%!Sheep	VBO:0001406	Est à laine Mérino (Sheep)	Est à laine Mérino; Sheep	Est à laine Mérino	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Estonian Blackhead!%!Sheep	VBO:0001408	Estonian Blackhead (Sheep)	Estonian Blackhead; Sheep	Estonian Blackhead	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Estonian Whitehead!%!Sheep	VBO:0001409	Estonian Whitehead (Sheep)	Estonian Whitehead; Sheep	Estonian Whitehead	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Exmoor Horn!%!Sheep	VBO:0001410	Exmoor Horn (Sheep)	Exmoor Horn; Sheep	Exmoor Horn	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Fagas!%!Sheep	VBO:0001411	Fagas (Sheep)	Fagas; Sheep	Fagas	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Faroe Island Sheep!%!Sheep	VBO:0001412	Faroe Island Sheep (Sheep)	Faroe Island Sheep; Sheep	Faroe Island Sheep	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Finnisch Landrace!%!Sheep	VBO:0001413	Finnisch Landrace (Sheep)	Finnisch Landrace; Sheep	Finnisch Landrace	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Finnish Landrace!%!Sheep	VBO:0001414	Finnish Landrace (Sheep)	Finnish Landrace; Sheep	Finnish Landrace	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
French Alpine!%!Sheep	VBO:0001415	French Alpine (Sheep)	French Alpine; Sheep	French Alpine	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Friesian Milk!%!Sheep	VBO:0001416	Friesian Milk (Sheep)	Friesian Milk; Sheep	Friesian Milk	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Frizarta!%!Sheep	VBO:0001417	Frizarta (Sheep)	Frizarta; Sheep	Frizarta	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Fulani!%!Sheep	VBO:0001418	Fulani (Sheep)	Fulani; Sheep	Fulani	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Galician!%!Sheep	VBO:0001419	Galician (Sheep)	Galician; Sheep	Galician	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Galway!%!Sheep	VBO:0001420	Galway (Sheep)	Galway; Sheep	Galway	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Garabakh!%!Sheep	VBO:0001421	Garabakh (Sheep)	Garabakh; Sheep	Garabakh	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gedek!%!Sheep	VBO:0001422	Gedek (Sheep)	Gedek; Sheep	Gedek	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
German Blackheaded Mutton!%!Sheep	VBO:0001423	German Blackheaded Mutton (Sheep)	German Blackheaded Mutton; Sheep	German Blackheaded Mutton	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
German Mountain!%!Sheep	VBO:0001424	German Mountain (Sheep)	German Mountain; Sheep	German Mountain	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
German Mutton Merino!%!Sheep	VBO:0001425	German Mutton Merino (Sheep)	German Mutton Merino; Sheep	German Mutton Merino	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Graue GehÃ¶rnte Heidschnucke!%!Sheep	VBO:0001426	Graue Gehörnte Heidschnucke (Sheep)	Graue Gehörnte Heidschnucke; Sheep	Graue Gehörnte Heidschnucke	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Greyface Dartmoor!%!Sheep	VBO:0001427	Greyface Dartmoor (Sheep)	Greyface Dartmoor; Sheep	Greyface Dartmoor	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Grivette!%!Sheep	VBO:0001428	Grivette (Sheep)	Grivette; Sheep	Grivette	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gute!%!Sheep	VBO:0001429	Gute (Sheep)	Gute; Sheep	Gute	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hamdani!%!Sheep	VBO:0001430	Hamdani (Sheep)	Hamdani; Sheep	Hamdani	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hampshire Down!%!Sheep	VBO:0001431	Hampshire Down (Sheep)	Hampshire Down; Sheep	Hampshire Down	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hebridean!%!Sheep	VBO:0001432	Hebridean (Sheep)	Hebridean; Sheep	Hebridean	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Heidschnucke!%!Sheep	VBO:0001433	Heidschnucke (Sheep)	Heidschnucke; Sheep	Heidschnucke	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hemsin!%!Sheep	VBO:0001434	Hemsin (Sheep)	Hemsin; Sheep	Hemsin	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Herdwick!%!Sheep	VBO:0001435	Herdwick (Sheep)	Herdwick; Sheep	Herdwick	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Herik!%!Sheep	VBO:0001436	Herik (Sheep)	Herik; Sheep	Herik	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Herki!%!Sheep	VBO:0001437	Herki (Sheep)	Herki; Sheep	Herki	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Highlander!%!Sheep	VBO:0001438	Highlander (Sheep)	Highlander; Sheep	Highlander	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hill Radnor!%!Sheep	VBO:0001439	Hill Radnor (Sheep)	Hill Radnor; Sheep	Hill Radnor	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hissardale!%!Sheep	VBO:0001440	Hissardale (Sheep)	Hissardale; Sheep	Hissardale	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Houtland sheep!%!Sheep	VBO:0001441	Houtland sheep (Sheep)	Houtland sheep; Sheep	Houtland sheep	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Icelandic!%!Sheep	VBO:0001442	Icelandic (Sheep)	Icelandic; Sheep	Icelandic	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Icelandic Sheep!%!Sheep	VBO:0001443	Icelandic Sheep (Sheep)	Icelandic Sheep; Sheep	Icelandic Sheep	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Ile-De-France!%!Sheep	VBO:0001444	Ile-De-France (Sheep)	Ile-De-France; Sheep	Ile-De-France	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Imbros!%!Sheep	VBO:0001445	Imbros (Sheep)	Imbros; Sheep	Imbros	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Improved Valachian!%!Sheep	VBO:0001446	Improved Valachian (Sheep)	Improved Valachian; Sheep	Improved Valachian	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
INRA 401!%!Sheep	VBO:0001447	INRA 401 (Sheep)	INRA 401; Sheep	INRA 401	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Istrian!%!Sheep	VBO:0001448	Istrian (Sheep)	Istrian; Sheep	Istrian	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Istrska pramenka!%!Sheep	VBO:0001449	Istrska pramenka (Sheep)	Istrska pramenka; Sheep	Istrska pramenka	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jacob!%!Sheep	VBO:0001450	Jacob (Sheep)	Jacob; Sheep	Jacob	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jaidara!%!Sheep	VBO:0001451	Jaidara (Sheep)	Jaidara; Sheep	Jaidara	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jura!%!Sheep	VBO:0001452	Jura (Sheep)	Jura; Sheep	Jura	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
KÄ±vÄ±rcÄ±k!%!Sheep	VBO:0001453	Kıvırcık (Sheep)	Kıvırcık; Sheep	Kıvırcık	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kamieniecka!%!Sheep	VBO:0001454	Kamieniecka (Sheep)	Kamieniecka; Sheep	Kamieniecka	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kangal White Karaman!%!Sheep	VBO:0001455	Kangal White Karaman (Sheep)	Kangal White Karaman; Sheep	Kangal White Karaman	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Karabakh!%!Sheep	VBO:0001456	Karabakh (Sheep)	Karabakh; Sheep	Karabakh	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Karagouniko!%!Sheep	VBO:0001457	Karagouniko (Sheep)	Karagouniko; Sheep	Karagouniko	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Karakachan!%!Sheep	VBO:0001458	Karakachan (Sheep)	Karakachan; Sheep	Karakachan	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Karakas!%!Sheep	VBO:0001460	Karakas (Sheep)	Karakas; Sheep	Karakas	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Karakul!%!Sheep	VBO:0001461	Karakul (Sheep)	Karakul; Sheep	Karakul	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Karayaka!%!Sheep	VBO:0001462	Karayaka (Sheep)	Karayaka; Sheep	Karayaka	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Katafygiou!%!Sheep	VBO:0001463	Katafygiou (Sheep)	Katafygiou; Sheep	Katafygiou	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Katahdin!%!Sheep	VBO:0001464	Katahdin (Sheep)	Katahdin; Sheep	Katahdin	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Katsika!%!Sheep	VBO:0001465	Katsika (Sheep)	Katsika; Sheep	Katsika	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kazakh Fat-Rumped!%!Sheep	VBO:0001466	Kazakh Fat-Rumped (Sheep)	Kazakh Fat-Rumped; Sheep	Kazakh Fat-Rumped	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kempen Heath!%!Sheep	VBO:0001467	Kempen Heath (Sheep)	Kempen Heath; Sheep	Kempen Heath	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kerry Hill!%!Sheep	VBO:0001468	Kerry Hill (Sheep)	Kerry Hill; Sheep	Kerry Hill	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Khangai!%!Sheep	VBO:0001469	Khangai (Sheep)	Khangai; Sheep	Khangai	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
KoÅ‚udzka!%!Sheep	VBO:0001470	Kołudzka (Sheep)	Kołudzka; Sheep	Kołudzka	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Krainer Steinschaf!%!Sheep	VBO:0001471	Krainer Steinschaf (Sheep)	Krainer Steinschaf; Sheep	Krainer Steinschaf	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kuibyshev!%!Sheep	VBO:0001472	Kuibyshev (Sheep)	Kuibyshev; Sheep	Kuibyshev	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kymi!%!Sheep	VBO:0001473	Kymi (Sheep)	Kymi; Sheep	Kymi	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lacaune!%!Sheep	VBO:0001474	Lacaune (Sheep)	Lacaune; Sheep	Lacaune	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lacaune Lait!%!Sheep	VBO:0001475	Lacaune Lait (Sheep)	Lacaune Lait; Sheep	Lacaune Lait	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lacaune Viande!%!Sheep	VBO:0001476	Lacaune Viande (Sheep)	Lacaune Viande; Sheep	Lacaune Viande	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lacha!%!Sheep	VBO:0001477	Lacha (Sheep)	Lacha; Sheep	Lacha	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lakens Schaap!%!Sheep	VBO:0001478	Lakens Schaap (Sheep)	Lakens Schaap; Sheep	Lakens Schaap	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Landais!%!Sheep	VBO:0001479	Landais (Sheep)	Landais; Sheep	Landais	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Landes de Bretagne!%!Sheep	VBO:0001480	Landes de Bretagne (Sheep)	Landes de Bretagne; Sheep	Landes de Bretagne	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Latvian Darkheaded!%!Sheep	VBO:0001481	Latvian Darkheaded (Sheep)	Latvian Darkheaded; Sheep	Latvian Darkheaded	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Latxa!%!Sheep	VBO:0001482	Latxa (Sheep)	Latxa; Sheep	Latxa	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leadersheep!%!Sheep	VBO:0001483	Leadersheep (Sheep)	Leadersheep; Sheep	Leadersheep	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leicester Longwool!%!Sheep	VBO:0001484	Leicester Longwool (Sheep)	Leicester Longwool; Sheep	Leicester Longwool	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leine!%!Sheep	VBO:0001485	Leine (Sheep)	Leine; Sheep	Leine	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Levantina Red!%!Sheep	VBO:0001486	Levantina Red (Sheep)	Levantina Red; Sheep	Levantina Red	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lezgian!%!Sheep	VBO:0001487	Lezgian (Sheep)	Lezgian; Sheep	Lezgian	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Libyan Barbary!%!Sheep	VBO:0001488	Libyan Barbary (Sheep)	Libyan Barbary; Sheep	Libyan Barbary	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Limousin!%!Sheep	VBO:0001489	Limousin (Sheep)	Limousin; Sheep	Limousin	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lincoln Longwool!%!Sheep	VBO:0001490	Lincoln Longwool (Sheep)	Lincoln Longwool; Sheep	Lincoln Longwool	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lleyn!%!Sheep	VBO:0001491	Lleyn (Sheep)	Lleyn; Sheep	Lleyn	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lomond Half-Bred!%!Sheep	VBO:0001492	Lomond Half-Bred (Sheep)	Lomond Half-Bred; Sheep	Lomond Half-Bred	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lonk!%!Sheep	VBO:0001493	Lonk (Sheep)	Lonk; Sheep	Lonk	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lourdais!%!Sheep	VBO:0001494	Lourdais (Sheep)	Lourdais; Sheep	Lourdais	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Madras Red!%!Sheep	VBO:0001495	Madras Red (Sheep)	Madras Red; Sheep	Madras Red	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Maellana!%!Sheep	VBO:0001496	Maellana (Sheep)	Maellana; Sheep	Maellana	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Majorcan!%!Sheep	VBO:0001497	Majorcan (Sheep)	Majorcan; Sheep	Majorcan	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Makui!%!Sheep	VBO:0001498	Makui (Sheep)	Makui; Sheep	Makui	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Manchega!%!Sheep	VBO:0001499	Manchega (Sheep)	Manchega; Sheep	Manchega	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Manx Loaghtan!%!Sheep	VBO:0001500	Manx Loaghtan (Sheep)	Manx Loaghtan; Sheep	Manx Loaghtan	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Marco Polo's Sheep!%!Sheep	VBO:0001501	Marco Polo's Sheep (Sheep)	Marco Polo's Sheep; Sheep	Marco Polo's Sheep	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Marsh Sheep!%!Sheep	VBO:0001502	Marsh Sheep (Sheep)	Marsh Sheep; Sheep	Marsh Sheep	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Martinique!%!Sheep	VBO:0001503	Martinique (Sheep)	Martinique; Sheep	Martinique	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Masai!%!Sheep	VBO:0001504	Masai (Sheep)	Masai; Sheep	Masai	Sheep	NCBITaxon:9940	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
